CustomerID,TotalOrders,TotalQuantity,TotalRevenue,AverageOrderValue,PurchaseFrequency,CustomerLifetimeValue,FirstPurchaseDate,LastPurchaseDate,CustomerLifeSpanDays,AverageDaysBetweenOrders,Country,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Cluster,Segment,ChurnRisk
14088.0,16,15276.0,64036.8,93.9,0.0389,1501.26,2010-10-14 19:46:00,2011-11-29 16:16:00,411,27.4,United Kingdom,10,16,64036.8,5,5,5,555,1,Regular,Low
16422.0,109,64225.0,61920.87,88.71,0.1605,9667.57,2010-01-12 11:57:00,2011-11-22 14:00:00,679,6.29,United Kingdom,17,109,61920.87,5,5,5,555,4,Loyal,Low
17389.0,61,17880.0,57215.33,133.37,0.083,8136.24,2009-12-04 12:06:00,2011-12-09 09:38:00,735,12.25,United Kingdom,1,61,57215.33,5,5,5,555,4,Loyal,Low
13081.0,28,40077.0,56838.37,24.93,0.0389,698.24,2009-12-08 13:58:00,2011-11-28 10:54:00,720,26.67,United Kingdom,12,28,56838.37,5,5,5,555,4,Loyal,Low
16013.0,84,25520.0,56078.44,259.62,0.1154,21810.99,2009-12-08 10:24:00,2011-12-06 10:36:00,728,8.77,United Kingdom,4,84,56078.44,5,5,5,555,4,Loyal,Low
14680.0,58,26894.0,55688.5,43.71,0.0817,2535.49,2009-12-04 12:36:00,2011-11-14 16:59:00,710,12.46,United Kingdom,25,58,55688.5,4,5,5,455,4,Loyal,Low
13093.0,55,25971.0,54144.25,52.21,0.1196,2872.39,2009-12-04 10:32:00,2011-03-09 12:14:00,460,8.52,United Kingdom,276,55,54144.25,2,5,5,255,4,Loyal,Very High
12748.0,336,37109.0,53539.64,8.13,0.4571,2731.42,2009-12-04 17:31:00,2011-12-09 12:20:00,735,2.19,United Kingdom,1,336,53539.64,5,5,5,555,4,Loyal,Low
17850.0,155,21052.0,51208.87,20.49,0.4282,3176.12,2009-12-05 12:28:00,2010-12-02 15:27:00,362,2.35,United Kingdom,372,155,51208.87,2,5,5,255,4,Loyal,Very High
13408.0,106,28675.0,50174.78,60.74,0.1444,6437.81,2009-12-04 09:31:00,2011-12-08 09:05:00,734,6.99,United Kingdom,2,106,50174.78,5,5,5,555,4,Loyal,Low
13777.0,61,23190.0,49638.26,139.43,0.0828,8508.52,2009-12-02 09:47:00,2011-12-09 12:25:00,737,12.28,United Kingdom,1,61,49638.26,5,5,5,555,4,Loyal,Low
17404.0,23,50679.0,47781.12,163.63,0.033,3763.65,2010-01-07 11:31:00,2011-12-05 16:26:00,697,31.68,Sweden,4,23,47781.12,5,5,5,555,4,Loyal,Low
13881.0,43,29760.0,45179.1,98.86,0.067,4252.36,2010-03-04 14:41:00,2011-12-06 12:50:00,642,15.29,United Kingdom,4,43,45179.1,5,5,5,555,4,Loyal,Low
15749.0,3,18028.0,44534.3,4453.43,0.0309,13348.27,2011-01-11 12:55:00,2011-04-18 13:20:00,97,48.5,United Kingdom,235,3,44534.3,2,3,5,235,1,Regular,Very High
16705.0,42,22302.0,43515.05,62.97,0.0575,2643.17,2009-12-09 13:34:00,2011-12-09 12:08:00,730,17.8,United Kingdom,1,42,43515.05,5,5,5,555,1,Regular,Low
12471.0,79,16858.0,39918.19,35.17,0.1082,2777.94,2009-12-07 10:41:00,2011-12-07 15:43:00,730,9.36,Germany,2,79,39918.19,5,5,5,555,4,Loyal,Low
15098.0,3,121.0,39916.5,13305.5,,,2011-06-10 15:22:00,2011-06-10 15:33:00,0,0.0,United Kingdom,182,3,39916.5,3,3,5,335,1,Regular,Very High
15039.0,93,17780.0,39141.48,14.52,0.1292,1350.71,2009-12-10 11:39:00,2011-11-30 11:31:00,720,7.83,United Kingdom,10,93,39141.48,5,5,5,555,4,Loyal,Low
14031.0,44,13783.0,39019.51,52.03,0.0604,2290.96,2009-12-03 15:35:00,2011-12-02 17:13:00,729,16.95,United Kingdom,7,44,39019.51,5,5,5,555,1,Regular,Low
17675.0,70,16180.0,37642.48,33.73,0.0962,2362.23,2009-12-10 16:10:00,2011-12-08 18:03:00,728,10.55,United Kingdom,1,70,37642.48,5,5,5,555,4,Loyal,Low
17381.0,38,42879.0,36398.65,223.3,0.0704,8488.97,2010-06-09 12:55:00,2011-12-01 11:59:00,540,14.59,United Kingdom,9,38,36398.65,5,5,5,555,4,Loyal,Low
12921.0,74,21328.0,35233.24,23.5,0.1015,1738.85,2009-12-01 13:43:00,2011-11-30 16:22:00,729,9.99,United Kingdom,9,74,35233.24,5,5,5,555,4,Loyal,Low
17677.0,54,20921.0,35058.46,51.18,0.0748,2764.01,2009-12-16 11:23:00,2011-12-08 09:56:00,722,13.62,United Kingdom,2,54,35058.46,5,5,5,555,1,Regular,Low
12678.0,21,22372.0,34281.18,91.17,0.0319,1916.58,2010-01-07 16:46:00,2011-10-28 13:04:00,659,32.95,France,42,21,34281.18,4,5,5,455,1,Regular,Medium
13902.0,5,220600.0,34095.26,541.19,0.0543,2703.57,2009-12-15 10:02:00,2010-03-17 13:09:00,92,23.0,Denmark,632,5,34095.26,1,4,5,145,4,Loyal,Very High
13767.0,73,14595.0,33903.57,44.38,0.0992,3240.24,2009-12-01 10:52:00,2011-12-07 15:00:00,736,10.22,United Kingdom,2,73,33903.57,5,5,5,555,4,Loyal,Low
16210.0,35,12397.0,33750.97,131.84,0.0476,4618.83,2009-12-02 12:54:00,2011-12-08 12:36:00,736,21.65,United Kingdom,2,35,33750.97,5,5,5,555,1,Regular,Low
16779.0,53,19411.0,32809.03,31.55,0.0722,1671.99,2009-12-03 13:03:00,2011-12-07 14:54:00,734,14.12,United Kingdom,2,53,32809.03,5,5,5,555,1,Regular,Low
15856.0,52,19550.0,32275.95,29.29,0.071,1522.26,2009-12-03 14:02:00,2011-12-05 17:09:00,732,14.35,United Kingdom,4,52,32275.95,5,5,5,555,1,Regular,Low
14258.0,25,17488.0,32051.34,106.84,0.0344,2668.26,2009-12-04 08:36:00,2011-11-30 15:27:00,726,30.25,United Kingdom,9,25,32051.34,5,5,5,555,1,Regular,Low
17428.0,45,17356.0,31466.76,43.7,0.061,1967.29,2009-12-01 17:28:00,2011-12-09 09:45:00,738,16.77,United Kingdom,1,45,31466.76,5,5,5,555,1,Regular,Low
17940.0,16,85148.0,30306.79,865.91,0.0233,13860.71,2009-12-03 12:31:00,2011-10-21 13:27:00,687,45.8,United Kingdom,49,16,30306.79,4,5,5,455,4,Loyal,Medium
12709.0,34,13772.0,30291.76,61.82,0.0476,2103.98,2009-12-09 13:49:00,2011-11-24 15:38:00,715,21.67,Germany,15,34,30291.76,5,5,5,555,1,Regular,Low
14606.0,192,15217.0,29951.37,4.71,0.2612,904.24,2009-12-03 12:40:00,2011-12-08 19:28:00,735,3.85,United Kingdom,1,192,29951.37,5,5,5,555,4,Loyal,Low
12681.0,45,17011.0,29834.76,20.95,0.0632,942.72,2009-12-13 13:31:00,2011-11-25 11:33:00,712,16.18,France,15,45,29834.76,5,5,5,555,1,Regular,Low
13078.0,57,12032.0,29018.06,36.69,0.0776,2092.65,2009-12-01 09:06:00,2011-12-06 15:36:00,735,13.13,United Kingdom,3,57,29018.06,5,5,5,555,1,Regular,Low
13098.0,28,15968.0,28882.44,50.49,0.0886,1413.6,2011-01-26 13:46:00,2011-12-08 14:14:00,316,11.7,United Kingdom,1,28,28882.44,5,5,5,555,1,Regular,Low
17857.0,24,19906.0,27347.04,488.34,0.0377,11727.44,2010-03-08 12:09:00,2011-12-05 13:13:00,637,27.7,United Kingdom,4,24,27347.04,5,5,5,555,1,Regular,Low
14527.0,122,6647.0,27246.88,10.32,0.166,1259.14,2009-12-02 12:06:00,2011-12-07 12:19:00,735,6.07,United Kingdom,3,122,27246.88,5,5,5,555,4,Loyal,Low
16333.0,22,32184.0,26626.8,591.71,0.0728,13009.1,2011-02-03 10:50:00,2011-12-02 12:19:00,302,14.38,United Kingdom,8,22,26626.8,5,5,5,555,1,Regular,Low
15513.0,35,10477.0,26437.05,48.33,0.0529,1692.51,2010-01-13 14:59:00,2011-11-06 14:36:00,662,19.47,United Kingdom,33,35,26437.05,4,5,5,455,1,Regular,Medium
17865.0,46,12950.0,26312.19,26.05,0.065,1198.82,2009-12-01 10:49:00,2011-11-09 12:08:00,708,15.73,United Kingdom,31,46,26312.19,4,5,5,455,1,Regular,Medium
18251.0,9,39639.0,26278.86,243.32,0.0143,2192.07,2009-12-22 12:01:00,2011-09-13 15:03:00,630,78.75,United Kingdom,87,9,26278.86,3,5,5,355,1,Regular,Medium
13802.0,19,14129.0,26259.11,58.61,0.0363,1112.7,2010-02-16 10:11:00,2011-07-24 10:54:00,523,29.06,United Kingdom,139,19,26259.11,3,5,5,355,1,Regular,High
12731.0,17,11641.0,25775.71,65.59,0.0272,1113.25,2010-03-02 09:23:00,2011-11-16 11:59:00,624,39.0,France,24,17,25775.71,4,5,5,455,1,Regular,Low
14062.0,24,12794.0,25585.65,75.25,0.0333,1804.19,2009-12-10 14:28:00,2011-11-30 10:04:00,720,31.3,United Kingdom,10,24,25585.65,5,5,5,555,1,Regular,Low
12744.0,11,6994.0,25317.06,74.68,0.0204,822.67,2010-04-27 16:19:00,2011-10-19 11:18:00,540,54.0,Singapore,52,11,25317.06,4,5,5,455,1,Regular,Medium
12939.0,20,10328.0,25264.8,293.78,0.0316,5867.14,2010-01-12 11:27:00,2011-10-06 14:33:00,632,33.26,United Kingdom,64,20,25264.8,3,5,5,355,1,Regular,Medium
14895.0,38,10714.0,25119.54,27.91,0.0526,1059.94,2009-12-10 14:22:00,2011-12-02 09:23:00,722,19.51,United Kingdom,8,38,25119.54,5,5,5,555,1,Regular,Low
15498.0,44,12134.0,24972.86,26.54,0.061,1167.26,2009-12-16 17:27:00,2011-12-07 12:48:00,721,16.77,United Kingdom,3,44,24972.86,5,5,5,555,1,Regular,Low
12621.0,35,13706.0,24311.2,32.16,0.0525,1126.16,2010-02-09 12:01:00,2011-12-08 11:25:00,667,19.62,Germany,2,35,24311.2,5,5,5,555,1,Regular,Low
16525.0,48,14430.0,24151.3,68.42,0.0653,3283.85,2009-12-02 13:53:00,2011-12-07 15:07:00,735,15.64,United Kingdom,2,48,24151.3,5,5,5,555,1,Regular,Low
13001.0,33,13448.0,24042.65,23.69,0.0451,782.08,2009-12-03 16:21:00,2011-12-05 14:51:00,732,22.88,United Kingdom,4,33,24042.65,5,5,5,555,1,Regular,Low
14607.0,22,15335.0,23763.13,117.06,0.031,2572.86,2009-12-15 11:25:00,2011-11-24 10:35:00,709,33.76,United Kingdom,16,22,23763.13,5,5,5,555,1,Regular,Low
12482.0,29,27042.0,23691.4,116.13,0.3766,3367.56,2010-02-24 10:24:00,2010-05-12 16:51:00,77,2.75,Sweden,576,29,23691.4,1,5,5,155,0,Lost,Very High
17920.0,54,12265.0,23581.78,14.38,0.0741,776.79,2009-12-06 10:37:00,2011-12-05 14:29:00,729,13.75,United Kingdom,4,54,23581.78,5,5,5,555,1,Regular,Low
15640.0,29,12140.0,23494.31,31.41,0.0402,910.39,2009-12-14 16:36:00,2011-12-05 14:35:00,721,25.75,United Kingdom,4,29,23494.31,5,5,5,555,1,Regular,Low
12409.0,7,13143.0,23419.29,88.71,0.0144,622.11,2010-05-23 15:21:00,2011-09-22 10:38:00,487,81.17,Switzerland,79,7,23419.29,3,4,5,345,1,Regular,Medium
16133.0,56,13653.0,22992.26,42.27,0.0911,2368.24,2010-03-31 12:21:00,2011-12-06 11:24:00,615,11.18,United Kingdom,4,56,22992.26,5,5,5,555,1,Regular,Low
12682.0,52,10522.0,22950.22,23.21,0.0707,1206.1,2009-12-01 09:28:00,2011-12-06 10:00:00,735,14.41,France,4,52,22950.22,5,5,5,555,1,Regular,Low
14063.0,9,3850.0,22710.2,567.75,0.0307,5106.97,2009-12-08 13:46:00,2010-09-27 16:18:00,293,36.63,United Kingdom,438,9,22710.2,1,5,5,155,0,Lost,Very High
12540.0,33,11019.0,22254.49,28.86,0.0463,952.72,2009-12-07 16:56:00,2011-11-20 11:31:00,713,22.28,Spain,20,33,22254.49,4,5,5,455,1,Regular,Low
15159.0,34,13512.0,22116.73,27.3,0.0791,928.55,2010-10-04 09:31:00,2011-12-08 12:05:00,430,13.03,United Kingdom,2,34,22116.73,5,5,5,555,1,Regular,Low
13340.0,12,9636.0,22100.56,102.79,0.0197,1235.23,2010-02-22 14:54:00,2011-10-25 13:15:00,610,55.45,United Kingdom,45,12,22100.56,4,5,5,455,1,Regular,Medium
14051.0,37,5709.0,21770.98,68.46,0.0503,2534.44,2009-12-03 11:53:00,2011-12-09 10:20:00,736,20.44,United Kingdom,1,37,21770.98,5,5,5,555,1,Regular,Low
16839.0,44,11295.0,21758.25,62.17,0.0669,2736.74,2010-02-11 15:02:00,2011-12-01 09:03:00,658,15.3,United Kingdom,9,44,21758.25,5,5,5,555,1,Regular,Low
12753.0,6,11421.0,21429.39,108.78,0.0176,650.94,2010-12-12 11:44:00,2011-11-17 10:52:00,340,68.0,Japan,23,6,21429.39,4,4,5,445,1,Regular,Low
15615.0,47,12090.0,21373.97,23.72,0.0646,1113.99,2009-12-02 15:28:00,2011-11-29 14:42:00,727,15.8,United Kingdom,10,47,21373.97,5,5,5,555,1,Regular,Low
13319.0,58,8974.0,21323.22,23.1,0.0797,1340.3,2009-12-06 14:46:00,2011-12-04 13:34:00,728,12.77,United Kingdom,5,58,21323.22,5,5,5,555,1,Regular,Low
14866.0,19,9089.0,20746.54,152.55,0.0413,2898.14,2010-08-26 11:54:00,2011-11-29 11:45:00,460,25.56,United Kingdom,11,19,20746.54,5,5,5,555,1,Regular,Low
14667.0,54,11939.0,20395.34,16.06,0.0743,867.5,2009-12-02 12:38:00,2011-11-29 11:30:00,727,13.72,United Kingdom,11,54,20395.34,5,5,5,555,1,Regular,Low
15251.0,21,12108.0,20324.54,88.37,0.0313,1853.21,2010-01-29 12:42:00,2011-11-30 15:02:00,670,33.5,United Kingdom,9,21,20324.54,5,5,5,555,1,Regular,Low
12477.0,9,6119.0,20276.37,35.95,0.015,324.09,2010-03-26 14:01:00,2011-11-17 09:51:00,601,75.13,Germany,23,9,20276.37,4,5,5,455,1,Regular,Low
17706.0,31,7824.0,20272.15,27.51,0.0453,853.65,2010-01-19 12:13:00,2011-12-05 13:34:00,685,22.83,United Kingdom,4,31,20272.15,5,5,5,555,1,Regular,Low
17243.0,69,7932.0,20203.58,18.83,0.0936,1298.95,2009-12-01 15:36:00,2011-12-08 13:26:00,737,10.84,United Kingdom,1,69,20203.58,5,5,5,555,1,Regular,Low
18008.0,23,7825.0,19759.08,203.7,0.0364,4686.08,2010-01-06 12:35:00,2011-09-30 15:17:00,632,28.73,United Kingdom,70,23,19759.08,3,5,5,355,1,Regular,Medium
17340.0,18,9497.0,19617.95,28.94,0.0284,521.08,2010-02-14 14:54:00,2011-11-10 10:45:00,634,37.29,United Kingdom,30,18,19617.95,4,5,5,455,1,Regular,Low
16843.0,35,18502.0,19571.43,32.84,0.0509,1148.36,2009-12-10 11:40:00,2011-10-28 09:06:00,687,20.21,United Kingdom,43,35,19571.43,4,5,5,455,1,Regular,Medium
17139.0,25,9853.0,19566.76,24.22,0.0367,606.21,2010-01-11 11:31:00,2011-11-24 10:12:00,682,28.42,United Kingdom,16,25,19566.76,5,5,5,555,1,Regular,Low
14194.0,36,10037.0,18670.59,19.61,0.0516,706.29,2010-01-06 12:16:00,2011-12-05 10:38:00,698,19.94,United Kingdom,5,36,18670.59,5,5,5,555,1,Regular,Low
12357.0,3,6587.0,18287.66,61.78,0.0085,186.42,2010-11-16 10:05:00,2011-11-06 16:07:00,355,177.5,Switzerland,33,3,18287.66,4,3,5,435,1,Regular,Medium
13113.0,37,4435.0,18230.07,48.36,0.0596,1789.88,2010-03-28 16:13:00,2011-12-09 12:49:00,621,17.25,United Kingdom,1,37,18230.07,5,5,5,555,1,Regular,Low
12557.0,8,6382.0,18096.14,341.44,0.0113,2723.94,2009-12-17 10:39:00,2011-11-23 16:59:00,706,100.86,Spain,16,8,18096.14,5,4,5,545,1,Regular,Low
16746.0,42,11900.0,18046.75,18.36,0.0575,771.72,2009-12-04 13:00:00,2011-12-05 12:33:00,731,17.83,United Kingdom,5,42,18046.75,5,5,5,555,1,Regular,Low
17581.0,43,9519.0,17951.17,22.13,0.0584,951.2,2009-12-03 12:34:00,2011-12-09 12:21:00,736,17.52,United Kingdom,1,43,17951.17,5,5,5,555,1,Regular,Low
12901.0,28,23075.0,17654.54,152.19,0.1069,4262.51,2011-03-14 10:41:00,2011-12-01 10:07:00,262,9.7,United Kingdom,9,28,17654.54,5,5,5,555,1,Regular,Low
17377.0,78,7335.0,17644.27,10.31,0.1092,803.86,2009-12-02 12:39:00,2011-11-16 11:17:00,714,9.27,United Kingdom,24,78,17644.27,4,5,5,455,1,Regular,Low
14952.0,32,6977.0,17629.35,57.42,0.0473,1838.71,2009-12-03 15:34:00,2011-10-11 10:33:00,677,21.84,United Kingdom,60,32,17629.35,3,5,5,355,1,Regular,Medium
16652.0,16,7477.0,17550.39,63.82,0.0279,1022.05,2010-03-17 10:22:00,2011-10-12 09:38:00,574,38.27,United Kingdom,59,16,17550.39,4,5,5,455,1,Regular,Medium
15189.0,46,6902.0,17524.38,72.72,0.0906,3346.92,2010-07-18 13:37:00,2011-12-08 13:22:00,508,11.29,United Kingdom,1,46,17524.38,5,5,5,555,1,Regular,Low
18172.0,52,7407.0,17467.24,36.77,0.0728,1911.28,2009-12-11 09:58:00,2011-11-25 11:12:00,714,14.0,United Kingdom,15,52,17467.24,5,5,5,555,1,Regular,Low
16019.0,27,6959.0,17329.16,43.0,0.0398,1162.04,2009-12-14 14:12:00,2011-10-24 11:51:00,679,26.12,United Kingdom,47,27,17329.16,4,5,5,455,1,Regular,Medium
17416.0,22,8769.0,17298.45,28.98,0.0316,637.37,2009-12-14 16:29:00,2011-11-10 12:47:00,696,33.14,United Kingdom,30,22,17298.45,4,5,5,455,1,Regular,Low
15078.0,53,8777.0,17286.73,22.42,0.0728,1188.22,2009-12-04 12:03:00,2011-12-02 15:41:00,728,14.0,United Kingdom,7,53,17286.73,5,5,5,555,1,Regular,Low
15523.0,16,15633.0,17259.19,81.41,0.0245,1302.44,2009-12-02 15:16:00,2011-09-16 16:29:00,653,43.53,United Kingdom,84,16,17259.19,3,5,5,355,1,Regular,Medium
13027.0,19,42840.0,17239.2,202.81,0.033,3848.32,2010-01-20 10:41:00,2011-08-18 09:39:00,575,31.94,United Kingdom,114,19,17239.2,3,5,5,355,1,Regular,High
14277.0,9,89806.0,17197.61,45.38,0.0127,409.77,2009-12-13 15:43:00,2011-11-24 15:01:00,711,88.88,France,15,9,17197.61,5,5,5,555,4,Loyal,Low
15808.0,21,6753.0,17180.25,22.25,0.0486,467.14,2009-12-01 16:30:00,2011-02-06 14:33:00,432,21.6,United Kingdom,306,21,17180.25,2,5,5,255,1,Regular,Very High
15125.0,24,8433.0,17024.87,70.94,0.0405,1703.73,2010-03-31 13:29:00,2011-11-14 13:57:00,593,25.78,United Kingdom,25,24,17024.87,4,5,5,455,1,Regular,Low
12647.0,36,6633.0,16955.55,32.92,0.0535,1185.3,2010-01-13 15:06:00,2011-11-17 12:56:00,673,19.23,Germany,22,36,16955.55,4,5,5,455,1,Regular,Low
16656.0,30,15433.0,16833.17,119.38,0.0421,3583.47,2009-12-04 12:59:00,2011-11-17 14:43:00,713,24.59,United Kingdom,22,30,16833.17,4,5,5,455,1,Regular,Low
12433.0,10,13534.0,16794.14,30.04,0.021,300.28,2010-08-20 09:23:00,2011-12-09 10:02:00,476,52.89,Norway,1,10,16794.14,5,5,5,555,1,Regular,Low
17735.0,26,10683.0,16790.33,19.21,0.0525,499.22,2010-07-30 13:25:00,2011-12-07 16:47:00,495,19.8,United Kingdom,2,26,16790.33,5,5,5,555,1,Regular,Low
12454.0,5,7703.0,16679.78,416.99,0.0137,2085.16,2010-10-14 17:33:00,2011-10-14 17:13:00,365,91.25,Spain,56,5,16679.78,4,4,5,445,1,Regular,Medium
16553.0,33,16427.0,16584.01,56.79,0.0656,1873.89,2010-02-11 18:46:00,2011-06-29 15:42:00,503,15.72,United Kingdom,163,33,16584.01,3,5,5,355,1,Regular,High
13564.0,37,8878.0,16498.97,13.75,0.0624,508.79,2009-12-02 11:55:00,2011-07-18 14:33:00,593,16.47,United Kingdom,144,37,16498.97,3,5,5,355,1,Regular,High
15358.0,42,14902.0,16425.86,15.08,0.0577,633.44,2009-12-07 12:19:00,2011-12-05 09:04:00,728,17.76,United Kingdom,5,42,16425.86,5,5,5,555,1,Regular,Low
14961.0,22,8372.0,16410.15,24.49,0.0303,537.98,2009-12-04 11:32:00,2011-11-29 09:42:00,725,34.52,United Kingdom,11,22,16410.15,5,5,5,555,1,Regular,Low
13225.0,16,7401.0,16260.07,130.08,0.0223,2085.66,2009-12-17 09:09:00,2011-12-06 13:29:00,719,47.93,United Kingdom,3,16,16260.07,5,5,5,555,1,Regular,Low
16180.0,13,9813.0,16249.87,49.69,0.03,646.96,2010-06-23 13:19:00,2011-08-31 16:28:00,434,36.17,United Kingdom,100,13,16249.87,3,5,5,355,1,Regular,High
12472.0,19,10378.0,16249.29,19.32,0.0274,366.85,2009-12-14 10:49:00,2011-11-07 14:01:00,693,38.5,Germany,32,19,16249.29,4,5,5,455,1,Regular,Medium
12980.0,21,1910.0,16245.78,312.42,0.0362,6559.57,2009-12-02 11:26:00,2011-07-05 09:34:00,580,29.0,United Kingdom,158,21,16245.78,3,5,5,355,1,Regular,High
17107.0,10,7530.0,16052.72,23.96,0.0155,239.17,2010-01-31 15:47:00,2011-11-06 14:14:00,644,71.56,United Kingdom,33,10,16052.72,4,5,5,455,1,Regular,Medium
15044.0,35,5241.0,16024.15,17.88,0.0497,625.6,2009-12-16 15:13:00,2011-11-20 13:20:00,704,20.71,United Kingdom,19,35,16024.15,5,5,5,555,1,Regular,Low
13199.0,67,11567.0,15964.21,78.64,0.0917,5271.45,2009-12-05 10:11:00,2011-12-06 12:30:00,731,11.08,United Kingdom,4,67,15964.21,5,5,5,555,1,Regular,Low
17716.0,24,8819.0,15956.97,26.55,0.0336,637.84,2009-12-02 17:18:00,2011-11-17 12:00:00,715,31.09,United Kingdom,23,24,15956.97,4,5,5,455,1,Regular,Low
12971.0,116,14306.0,15704.6,38.59,0.1609,4476.78,2009-12-15 19:04:00,2011-12-06 12:20:00,721,6.27,United Kingdom,4,116,15704.6,5,5,5,555,4,Loyal,Low
16191.0,24,9348.0,15677.82,67.58,0.0331,1623.99,2009-12-11 12:24:00,2011-12-07 11:26:00,726,31.57,United Kingdom,3,24,15677.82,5,5,5,555,1,Regular,Low
12949.0,22,8233.0,15526.7,21.72,0.0312,478.43,2009-12-03 15:56:00,2011-11-09 11:25:00,706,33.62,United Kingdom,31,22,15526.7,4,5,5,455,1,Regular,Medium
